month;mort_pad_att;UF;capital;regiao
2007 Aug;1,1021;AP;Macapá;Norte
2007 Sep;3,1683;AP;Macapá;Norte
2007 Oct;3,2583;AP;Macapá;Norte
2007 Nov;1,905;AP;Macapá;Norte
2007 Dec;1,6324;AP;Macapá;Norte
2008 Jan;2,1838;AP;Macapá;Norte
2008 Feb;1,2261;AP;Macapá;Norte
2008 Mar;1,279;AP;Macapá;Norte
2008 Apr;0,7377;AP;Macapá;Norte
2008 May;0,9805;AP;Macapá;Norte
2008 Jun;1,0584;AP;Macapá;Norte
2008 Jul;1,3052;AP;Macapá;Norte
2008 Aug;1,6798;AP;Macapá;Norte
2008 Sep;0,9157;AP;Macapá;Norte
2008 Oct;2,8681;AP;Macapá;Norte
2008 Nov;2,1543;AP;Macapá;Norte
2008 Dec;1,6063;AP;Macapá;Norte
2009 Jan;0,4786;AP;Macapá;Norte
2009 Feb;1,1252;AP;Macapá;Norte
2009 Mar;0,4758;AP;Macapá;Norte
2009 Apr;3,372;AP;Macapá;Norte
2009 May;2,497;AP;Macapá;Norte
2009 Jun;5,0659;AP;Macapá;Norte
2009 Jul;0,6573;AP;Macapá;Norte
2009 Aug;3,3673;AP;Macapá;Norte
2009 Sep;1,1533;AP;Macapá;Norte
2009 Oct;1,0097;AP;Macapá;Norte
2009 Nov;1,5463;AP;Macapá;Norte
2009 Dec;2,5789;AP;Macapá;Norte
2010 Jan;1,0652;AP;Macapá;Norte
2010 Feb;1,395;AP;Macapá;Norte
2010 Mar;0,7654;AP;Macapá;Norte
2010 Apr;2,6556;AP;Macapá;Norte
2010 May;1,9552;AP;Macapá;Norte
2010 Jun;0;AP;Macapá;Norte
2010 Jul;3,327;AP;Macapá;Norte
2010 Aug;2,5936;AP;Macapá;Norte
2010 Sep;2,0878;AP;Macapá;Norte
2010 Oct;2,873;AP;Macapá;Norte
2010 Nov;2,3122;AP;Macapá;Norte
2010 Dec;3,9063;AP;Macapá;Norte
2011 Jan;2,6319;AP;Macapá;Norte
2011 Feb;2,6396;AP;Macapá;Norte
2011 Mar;2,1497;AP;Macapá;Norte
2011 Apr;1,4507;AP;Macapá;Norte
2011 May;1,6235;AP;Macapá;Norte
2011 Jun;2,0529;AP;Macapá;Norte
2011 Jul;2,4088;AP;Macapá;Norte
2011 Aug;2,8907;AP;Macapá;Norte
2011 Sep;3,5706;AP;Macapá;Norte
2011 Oct;4,2772;AP;Macapá;Norte
2011 Nov;1,0333;AP;Macapá;Norte
2011 Dec;3,1196;AP;Macapá;Norte
2012 Jan;1,1196;AP;Macapá;Norte
2012 Feb;1,1881;AP;Macapá;Norte
2012 Mar;2,7553;AP;Macapá;Norte
2012 Apr;1,9682;AP;Macapá;Norte
2012 May;1,2745;AP;Macapá;Norte
2012 Jun;1,5816;AP;Macapá;Norte
2012 Jul;1,4419;AP;Macapá;Norte
2012 Aug;2,0925;AP;Macapá;Norte
2012 Sep;1,315;AP;Macapá;Norte
2012 Oct;2,975;AP;Macapá;Norte
2012 Nov;2,5658;AP;Macapá;Norte
2012 Dec;3,3181;AP;Macapá;Norte
2013 Jan;2,093;AP;Macapá;Norte
2013 Feb;0,7613;AP;Macapá;Norte
2013 Mar;2,0443;AP;Macapá;Norte
2013 Apr;0,5435;AP;Macapá;Norte
2013 May;2,7068;AP;Macapá;Norte
2013 Jun;1,1629;AP;Macapá;Norte
2013 Jul;2,3423;AP;Macapá;Norte
2013 Aug;3,1743;AP;Macapá;Norte
2013 Sep;2,5017;AP;Macapá;Norte
2013 Oct;1,5469;AP;Macapá;Norte
2013 Nov;0,9885;AP;Macapá;Norte
2013 Dec;3,0379;AP;Macapá;Norte
2014 Jan;1,313;AP;Macapá;Norte
2014 Feb;0,8853;AP;Macapá;Norte
2014 Mar;1,8712;AP;Macapá;Norte
2014 Apr;1,3921;AP;Macapá;Norte
2014 May;1,2714;AP;Macapá;Norte
2014 Jun;1,7415;AP;Macapá;Norte
2014 Jul;0,9723;AP;Macapá;Norte
2014 Aug;1,3135;AP;Macapá;Norte
2014 Sep;1,9495;AP;Macapá;Norte
2014 Oct;4,2684;AP;Macapá;Norte
2014 Nov;2,9878;AP;Macapá;Norte
2014 Dec;1,8831;AP;Macapá;Norte
2015 Jan;0;AP;Macapá;Norte
2015 Feb;1,4036;AP;Macapá;Norte
2015 Mar;2,3477;AP;Macapá;Norte
2015 Apr;0,9889;AP;Macapá;Norte
2015 May;0,8919;AP;Macapá;Norte
2015 Jun;1,0056;AP;Macapá;Norte
2015 Jul;1,4401;AP;Macapá;Norte
2015 Aug;0,6961;AP;Macapá;Norte
2015 Sep;2,0901;AP;Macapá;Norte
2015 Oct;1,6967;AP;Macapá;Norte
2015 Nov;1,901;AP;Macapá;Norte
2015 Dec;1,0409;AP;Macapá;Norte
2016 Jan;1,0985;AP;Macapá;Norte
2016 Feb;1,4492;AP;Macapá;Norte
2016 Mar;1,4312;AP;Macapá;Norte
2016 Apr;0,7735;AP;Macapá;Norte
2016 May;1,3734;AP;Macapá;Norte
2016 Jun;0,7102;AP;Macapá;Norte
2016 Jul;2,1038;AP;Macapá;Norte
2016 Aug;1,6468;AP;Macapá;Norte
2016 Sep;0,4495;AP;Macapá;Norte
2016 Oct;0,7012;AP;Macapá;Norte
2016 Nov;1,5927;AP;Macapá;Norte
2016 Dec;0,64;AP;Macapá;Norte
2017 Jan;3,0211;AP;Macapá;Norte
2017 Feb;1,1085;AP;Macapá;Norte
2017 Mar;0,3587;AP;Macapá;Norte
2017 Apr;0,9207;AP;Macapá;Norte
2017 May;1,6494;AP;Macapá;Norte
2017 Jun;1,1615;AP;Macapá;Norte
2017 Jul;1,4704;AP;Macapá;Norte
2017 Aug;1,4843;AP;Macapá;Norte
2017 Sep;1,4084;AP;Macapá;Norte
2017 Oct;1,7076;AP;Macapá;Norte
2017 Nov;1,1449;AP;Macapá;Norte
2017 Dec;0,6211;AP;Macapá;Norte
2018 Jan;2,024;AP;Macapá;Norte
2018 Feb;0,1774;AP;Macapá;Norte
2018 Mar;1,0955;AP;Macapá;Norte
2018 Apr;0,5255;AP;Macapá;Norte
2018 May;0,7484;AP;Macapá;Norte
2018 Jun;1,4201;AP;Macapá;Norte
2018 Jul;0,6716;AP;Macapá;Norte
2018 Aug;1,2539;AP;Macapá;Norte
2018 Sep;0,6531;AP;Macapá;Norte
2018 Oct;0,1871;AP;Macapá;Norte
2018 Nov;1,3928;AP;Macapá;Norte
2018 Dec;0,8338;AP;Macapá;Norte
2019 Jan;0,6359;AP;Macapá;Norte
2019 Feb;2,1994;AP;Macapá;Norte
2019 Mar;0,5707;AP;Macapá;Norte
2019 Apr;0,3626;AP;Macapá;Norte
2019 May;0,4527;AP;Macapá;Norte
2019 Jun;0,5467;AP;Macapá;Norte
2019 Jul;0,4975;AP;Macapá;Norte
2019 Aug;1,6954;AP;Macapá;Norte
2019 Sep;1,9333;AP;Macapá;Norte
2019 Oct;0,704;AP;Macapá;Norte
2019 Nov;0,8187;AP;Macapá;Norte
2019 Dec;1,1075;AP;Macapá;Norte
2020 Jan;0,7629;AP;Macapá;Norte
2020 Feb;1,2889;AP;Macapá;Norte
2020 Mar;1,3214;AP;Macapá;Norte
2020 Apr;0,5818;AP;Macapá;Norte
2020 May;0,8057;AP;Macapá;Norte
2020 Jun;0,4786;AP;Macapá;Norte
2020 Jul;0,8354;AP;Macapá;Norte
2020 Aug;0,814;AP;Macapá;Norte
2020 Sep;1,0489;AP;Macapá;Norte
2020 Oct;0,5907;AP;Macapá;Norte
2020 Nov;0,8642;AP;Macapá;Norte
2020 Dec;1,104;AP;Macapá;Norte
2000 Jan;4,1518;TO;Palmas;Norte
2000 Feb;3,5652;TO;Palmas;Norte
2000 Mar;5,6542;TO;Palmas;Norte
2000 Apr;0,6242;TO;Palmas;Norte
2000 May;3,0925;TO;Palmas;Norte
2000 Jun;2,3586;TO;Palmas;Norte
2000 Jul;5,11;TO;Palmas;Norte
2000 Aug;5,0591;TO;Palmas;Norte
2000 Sep;7,5293;TO;Palmas;Norte
2000 Oct;4,6869;TO;Palmas;Norte
2000 Nov;4,1514;TO;Palmas;Norte
2000 Dec;6,067;TO;Palmas;Norte
2001 Jan;1,0956;TO;Palmas;Norte
2001 Feb;1,7812;TO;Palmas;Norte
2001 Mar;2,2657;TO;Palmas;Norte
2001 Apr;3,3795;TO;Palmas;Norte
2001 May;1,7555;TO;Palmas;Norte
2001 Jun;3,2891;TO;Palmas;Norte
2001 Jul;0,9704;TO;Palmas;Norte
2001 Aug;8,2008;TO;Palmas;Norte
2001 Sep;4,0905;TO;Palmas;Norte
2001 Oct;2,1208;TO;Palmas;Norte
2001 Nov;2,7522;TO;Palmas;Norte
2001 Dec;1,6201;TO;Palmas;Norte
2002 Jan;2,3673;TO;Palmas;Norte
2002 Feb;0;TO;Palmas;Norte
2002 Mar;1,5884;TO;Palmas;Norte
2002 Apr;3,7127;TO;Palmas;Norte
2002 May;1,107;TO;Palmas;Norte
2002 Jun;0,551;TO;Palmas;Norte
2002 Jul;3,018;TO;Palmas;Norte
2002 Aug;3,0892;TO;Palmas;Norte
2002 Sep;4,4273;TO;Palmas;Norte
2002 Oct;7,681;TO;Palmas;Norte
2002 Nov;3,7444;TO;Palmas;Norte
2002 Dec;7,7679;TO;Palmas;Norte
2003 Jan;2,0523;TO;Palmas;Norte
2003 Feb;3,6097;TO;Palmas;Norte
2003 Mar;5,4746;TO;Palmas;Norte
2003 Apr;2,8434;TO;Palmas;Norte
2003 May;6,4174;TO;Palmas;Norte
2003 Jun;4,4187;TO;Palmas;Norte
2003 Jul;1,0417;TO;Palmas;Norte
2003 Aug;1,4742;TO;Palmas;Norte
2003 Sep;2,3383;TO;Palmas;Norte
2003 Oct;1,9768;TO;Palmas;Norte
2003 Nov;1,3235;TO;Palmas;Norte
2003 Dec;4,7453;TO;Palmas;Norte
2004 Jan;7,9301;TO;Palmas;Norte
2004 Feb;1,3599;TO;Palmas;Norte
2004 Mar;2,3018;TO;Palmas;Norte
2004 Apr;0,5022;TO;Palmas;Norte
2004 May;1,3571;TO;Palmas;Norte
2004 Jun;0,4982;TO;Palmas;Norte
2004 Jul;3,1804;TO;Palmas;Norte
2004 Aug;3,0867;TO;Palmas;Norte
2004 Sep;1,2507;TO;Palmas;Norte
2004 Oct;4,1116;TO;Palmas;Norte
2004 Nov;2,5498;TO;Palmas;Norte
2004 Dec;5,6453;TO;Palmas;Norte
2005 Jan;2,1935;TO;Palmas;Norte
2005 Feb;0,9662;TO;Palmas;Norte
2005 Mar;3,4579;TO;Palmas;Norte
2005 Apr;6,7841;TO;Palmas;Norte
2005 May;0,9553;TO;Palmas;Norte
2005 Jun;2,233;TO;Palmas;Norte
2005 Jul;0;TO;Palmas;Norte
2005 Aug;0,9424;TO;Palmas;Norte
2005 Sep;1,8053;TO;Palmas;Norte
2005 Oct;8,321;TO;Palmas;Norte
2005 Nov;2,0882;TO;Palmas;Norte
2005 Dec;5,265;TO;Palmas;Norte
2006 Jan;4,6917;TO;Palmas;Norte
2006 Feb;2,4532;TO;Palmas;Norte
2006 Mar;1,196;TO;Palmas;Norte
2006 Apr;0;TO;Palmas;Norte
2006 May;4,429;TO;Palmas;Norte
2006 Jun;2,9509;TO;Palmas;Norte
2006 Jul;5,0548;TO;Palmas;Norte
2006 Aug;1,9941;TO;Palmas;Norte
2006 Sep;0,831;TO;Palmas;Norte
2006 Oct;2,4095;TO;Palmas;Norte
2006 Nov;2,3978;TO;Palmas;Norte
2006 Dec;2,6602;TO;Palmas;Norte
2007 Jan;3,9179;TO;Palmas;Norte
2007 Feb;0,8174;TO;Palmas;Norte
2007 Mar;2,507;TO;Palmas;Norte
2007 Apr;3,8702;TO;Palmas;Norte
2007 May;3,9215;TO;Palmas;Norte
2007 Jun;3,5428;TO;Palmas;Norte
2007 Jul;3,6706;TO;Palmas;Norte
2007 Aug;5,3966;TO;Palmas;Norte
2007 Sep;2,3087;TO;Palmas;Norte
2007 Oct;1,4804;TO;Palmas;Norte
2007 Nov;1,8613;TO;Palmas;Norte
2007 Dec;5,8543;TO;Palmas;Norte
2008 Jan;3,8422;TO;Palmas;Norte
2008 Feb;0,8006;TO;Palmas;Norte
2008 Mar;1,9918;TO;Palmas;Norte
2008 Apr;1,0386;TO;Palmas;Norte
2008 May;3,242;TO;Palmas;Norte
2008 Jun;2,5289;TO;Palmas;Norte
2008 Jul;0,7816;TO;Palmas;Norte
2008 Aug;1,7918;TO;Palmas;Norte
2008 Sep;5,5021;TO;Palmas;Norte
2008 Oct;3,7923;TO;Palmas;Norte
2008 Nov;2,3879;TO;Palmas;Norte
2008 Dec;1,6124;TO;Palmas;Norte
2009 Jan;2,8499;TO;Palmas;Norte
2009 Feb;2,8796;TO;Palmas;Norte
2009 Mar;3,7543;TO;Palmas;Norte
2009 Apr;3,5368;TO;Palmas;Norte
2009 May;2,5145;TO;Palmas;Norte
2009 Jun;0,5965;TO;Palmas;Norte
2009 Jul;3,6422;TO;Palmas;Norte
2009 Aug;2,4856;TO;Palmas;Norte
2009 Sep;8,521;TO;Palmas;Norte
2009 Oct;2,4268;TO;Palmas;Norte
2009 Nov;2,6356;TO;Palmas;Norte
2009 Dec;1,5206;TO;Palmas;Norte
2010 Jan;2,7408;TO;Palmas;Norte
2010 Feb;3,0129;TO;Palmas;Norte
2010 Mar;0,9286;TO;Palmas;Norte
2010 Apr;2,1826;TO;Palmas;Norte
2010 May;3,8296;TO;Palmas;Norte
2010 Jun;2,3792;TO;Palmas;Norte
2010 Jul;3,8872;TO;Palmas;Norte
2010 Aug;2,5461;TO;Palmas;Norte
2010 Sep;4,9892;TO;Palmas;Norte
2010 Oct;5,4031;TO;Palmas;Norte
2010 Nov;0,6983;TO;Palmas;Norte
2010 Dec;1,071;TO;Palmas;Norte
2011 Jan;1,0436;TO;Palmas;Norte
2011 Feb;1,5528;TO;Palmas;Norte
2011 Mar;1,4112;TO;Palmas;Norte
2011 Apr;2,2677;TO;Palmas;Norte
2011 May;3,1432;TO;Palmas;Norte
2011 Jun;4,2595;TO;Palmas;Norte
2011 Jul;5,2685;TO;Palmas;Norte
2011 Aug;3,1703;TO;Palmas;Norte
2011 Sep;2,0804;TO;Palmas;Norte
2011 Oct;1,2086;TO;Palmas;Norte
2011 Nov;1,3898;TO;Palmas;Norte
2011 Dec;1,728;TO;Palmas;Norte
2012 Jan;1,1984;TO;Palmas;Norte
2012 Feb;2,4374;TO;Palmas;Norte
2012 Mar;2,8101;TO;Palmas;Norte
2012 Apr;2,0769;TO;Palmas;Norte
2012 May;2,4501;TO;Palmas;Norte
2012 Jun;3,5486;TO;Palmas;Norte
2012 Jul;5,2222;TO;Palmas;Norte
2012 Aug;3,2599;TO;Palmas;Norte
2012 Sep;2,367;TO;Palmas;Norte
2012 Oct;1,2079;TO;Palmas;Norte
2012 Nov;1,686;TO;Palmas;Norte
2012 Dec;3,5433;TO;Palmas;Norte
2013 Jan;0,8265;TO;Palmas;Norte
2013 Feb;3,5207;TO;Palmas;Norte
2013 Mar;3,3763;TO;Palmas;Norte
2013 Apr;2,3007;TO;Palmas;Norte
2013 May;1,8088;TO;Palmas;Norte
2013 Jun;6,2412;TO;Palmas;Norte
2013 Jul;2,5147;TO;Palmas;Norte
2013 Aug;2,5212;TO;Palmas;Norte
2013 Sep;2,7534;TO;Palmas;Norte
2013 Oct;2,2648;TO;Palmas;Norte
2013 Nov;3,6812;TO;Palmas;Norte
2013 Dec;1,8021;TO;Palmas;Norte
2014 Jan;2,8625;TO;Palmas;Norte
2014 Feb;4,3027;TO;Palmas;Norte
2014 Mar;2,6041;TO;Palmas;Norte
2014 Apr;3,0094;TO;Palmas;Norte
2014 May;2,9938;TO;Palmas;Norte
2014 Jun;2,5161;TO;Palmas;Norte
2014 Jul;2,3488;TO;Palmas;Norte
2014 Aug;4,4742;TO;Palmas;Norte
2014 Sep;2,3568;TO;Palmas;Norte
2014 Oct;1,2309;TO;Palmas;Norte
2014 Nov;1,8692;TO;Palmas;Norte
2014 Dec;4,6925;TO;Palmas;Norte
2015 Jan;1,8796;TO;Palmas;Norte
2015 Feb;2,0281;TO;Palmas;Norte
2015 Mar;2,8269;TO;Palmas;Norte
2015 Apr;3,478;TO;Palmas;Norte
2015 May;4,7777;TO;Palmas;Norte
2015 Jun;3,6421;TO;Palmas;Norte
2015 Jul;4,0006;TO;Palmas;Norte
2015 Aug;0,6339;TO;Palmas;Norte
2015 Sep;3,1505;TO;Palmas;Norte
2015 Oct;0,6518;TO;Palmas;Norte
2015 Nov;2,518;TO;Palmas;Norte
2015 Dec;3,4542;TO;Palmas;Norte
2016 Jan;2,4141;TO;Palmas;Norte
2016 Feb;2,0433;TO;Palmas;Norte
2016 Mar;1,7417;TO;Palmas;Norte
2016 Apr;1,8704;TO;Palmas;Norte
2016 May;2,9381;TO;Palmas;Norte
2016 Jun;3,7243;TO;Palmas;Norte
2016 Jul;3,6138;TO;Palmas;Norte
2016 Aug;2,0223;TO;Palmas;Norte
2016 Sep;2,3882;TO;Palmas;Norte
2016 Oct;1,347;TO;Palmas;Norte
2016 Nov;0;TO;Palmas;Norte
2016 Dec;2,9888;TO;Palmas;Norte
2017 Jan;1,251;TO;Palmas;Norte
2017 Feb;1,0464;TO;Palmas;Norte
2017 Mar;0,927;TO;Palmas;Norte
2017 Apr;3,5663;TO;Palmas;Norte
2017 May;2,7437;TO;Palmas;Norte
2017 Jun;3,0717;TO;Palmas;Norte
2017 Jul;3,2796;TO;Palmas;Norte
2017 Aug;2,5517;TO;Palmas;Norte
2017 Sep;3,1214;TO;Palmas;Norte
2017 Oct;2,3002;TO;Palmas;Norte
2017 Nov;1,1134;TO;Palmas;Norte
2017 Dec;2,6095;TO;Palmas;Norte
2018 Jan;2,3624;TO;Palmas;Norte
2018 Feb;1,5434;TO;Palmas;Norte
2018 Mar;0,9133;TO;Palmas;Norte
2018 Apr;2,395;TO;Palmas;Norte
2018 May;2,184;TO;Palmas;Norte
2018 Jun;1,839;TO;Palmas;Norte
2018 Jul;3,6383;TO;Palmas;Norte
2018 Aug;1,532;TO;Palmas;Norte
2018 Sep;2,2889;TO;Palmas;Norte
2018 Oct;2,4917;TO;Palmas;Norte
2018 Nov;1,7971;TO;Palmas;Norte
2018 Dec;2,061;TO;Palmas;Norte
2019 Jan;2,5627;TO;Palmas;Norte
2019 Feb;1,9531;TO;Palmas;Norte
2019 Mar;1,7694;TO;Palmas;Norte
2019 Apr;2,8746;TO;Palmas;Norte
2019 May;2,7564;TO;Palmas;Norte
2019 Jun;1,6323;TO;Palmas;Norte
2019 Jul;2,2536;TO;Palmas;Norte
2019 Aug;1,8758;TO;Palmas;Norte
2019 Sep;1,9405;TO;Palmas;Norte
2019 Oct;2,6405;TO;Palmas;Norte
2019 Nov;3,1423;TO;Palmas;Norte
2019 Dec;2,6221;TO;Palmas;Norte
2020 Jan;1,963;TO;Palmas;Norte
2020 Feb;0,2972;TO;Palmas;Norte
2020 Mar;2,0997;TO;Palmas;Norte
2020 Apr;1,3679;TO;Palmas;Norte
2020 May;0,3531;TO;Palmas;Norte
2020 Jun;0,2961;TO;Palmas;Norte
2020 Jul;0,6465;TO;Palmas;Norte
2020 Aug;1,9349;TO;Palmas;Norte
2020 Sep;2,6516;TO;Palmas;Norte
2020 Oct;2,131;TO;Palmas;Norte
2020 Nov;2,765;TO;Palmas;Norte
2020 Dec;3,3164;TO;Palmas;Norte
2000 Jan;2,0911;MA;São Luís;Nordeste
2000 Feb;1,8603;MA;São Luís;Nordeste
2000 Mar;1,2086;MA;São Luís;Nordeste
2000 Apr;0,9177;MA;São Luís;Nordeste
2000 May;0,5766;MA;São Luís;Nordeste
2000 Jun;0,8055;MA;São Luís;Nordeste
2000 Jul;0,7725;MA;São Luís;Nordeste
2000 Aug;0,8019;MA;São Luís;Nordeste
2000 Sep;1,3259;MA;São Luís;Nordeste
2000 Oct;0,946;MA;São Luís;Nordeste
2000 Nov;0,8391;MA;São Luís;Nordeste
2000 Dec;0,7346;MA;São Luís;Nordeste
2001 Jan;0,9733;MA;São Luís;Nordeste
2001 Feb;1,1347;MA;São Luís;Nordeste
2001 Mar;1,0688;MA;São Luís;Nordeste
2001 Apr;1,3934;MA;São Luís;Nordeste
2001 May;1,424;MA;São Luís;Nordeste
2001 Jun;0,9364;MA;São Luís;Nordeste
2001 Jul;1,4272;MA;São Luís;Nordeste
2001 Aug;0,3243;MA;São Luís;Nordeste
2001 Sep;1,2548;MA;São Luís;Nordeste
2001 Oct;0,9171;MA;São Luís;Nordeste
2001 Nov;1,3733;MA;São Luís;Nordeste
2001 Dec;1,3749;MA;São Luís;Nordeste
2002 Jan;1,123;MA;São Luís;Nordeste
2002 Feb;1,2668;MA;São Luís;Nordeste
2002 Mar;1,2735;MA;São Luís;Nordeste
2002 Apr;1,148;MA;São Luís;Nordeste
2002 May;1,7393;MA;São Luís;Nordeste
2002 Jun;1,6602;MA;São Luís;Nordeste
2002 Jul;1,7828;MA;São Luís;Nordeste
2002 Aug;1,0512;MA;São Luís;Nordeste
2002 Sep;1,2186;MA;São Luís;Nordeste
2002 Oct;1,8765;MA;São Luís;Nordeste
2002 Nov;2,9011;MA;São Luís;Nordeste
2002 Dec;1,3503;MA;São Luís;Nordeste
2003 Jan;1,1111;MA;São Luís;Nordeste
2003 Feb;1,0659;MA;São Luís;Nordeste
2003 Mar;1,0121;MA;São Luís;Nordeste
2003 Apr;1,4739;MA;São Luís;Nordeste
2003 May;1,4535;MA;São Luís;Nordeste
2003 Jun;1,4892;MA;São Luís;Nordeste
2003 Jul;0,9691;MA;São Luís;Nordeste
2003 Aug;1,0735;MA;São Luís;Nordeste
2003 Sep;1,6988;MA;São Luís;Nordeste
2003 Oct;0,8765;MA;São Luís;Nordeste
2003 Nov;1,7075;MA;São Luís;Nordeste
2003 Dec;1,5124;MA;São Luís;Nordeste
2004 Jan;1,8188;MA;São Luís;Nordeste
2004 Feb;1,1377;MA;São Luís;Nordeste
2004 Mar;1,5862;MA;São Luís;Nordeste
2004 Apr;0,9882;MA;São Luís;Nordeste
2004 May;0,7319;MA;São Luís;Nordeste
2004 Jun;1,1224;MA;São Luís;Nordeste
2004 Jul;1,6914;MA;São Luís;Nordeste
2004 Aug;1,1366;MA;São Luís;Nordeste
2004 Sep;1,5115;MA;São Luís;Nordeste
2004 Oct;0,656;MA;São Luís;Nordeste
2004 Nov;1,5459;MA;São Luís;Nordeste
2004 Dec;1,4637;MA;São Luís;Nordeste
2005 Jan;1,0881;MA;São Luís;Nordeste
2005 Feb;0,4951;MA;São Luís;Nordeste
2005 Mar;1,0838;MA;São Luís;Nordeste
2005 Apr;1,6336;MA;São Luís;Nordeste
2005 May;0,642;MA;São Luís;Nordeste
2005 Jun;1,0195;MA;São Luís;Nordeste
2005 Jul;1,4679;MA;São Luís;Nordeste
2005 Aug;1,466;MA;São Luís;Nordeste
2005 Sep;1,6703;MA;São Luís;Nordeste
2005 Oct;1,6432;MA;São Luís;Nordeste
2005 Nov;2,0143;MA;São Luís;Nordeste
2005 Dec;1,9892;MA;São Luís;Nordeste
2006 Jan;1,1963;MA;São Luís;Nordeste
2006 Feb;1,4064;MA;São Luís;Nordeste
2006 Mar;0,6731;MA;São Luís;Nordeste
2006 Apr;0,9448;MA;São Luís;Nordeste
2006 May;1,0939;MA;São Luís;Nordeste
2006 Jun;0,792;MA;São Luís;Nordeste
2006 Jul;0,9083;MA;São Luís;Nordeste
2006 Aug;1,8079;MA;São Luís;Nordeste
2006 Sep;1,5269;MA;São Luís;Nordeste
2006 Oct;1,9131;MA;São Luís;Nordeste
2006 Nov;0,8193;MA;São Luís;Nordeste
2006 Dec;2,458;MA;São Luís;Nordeste
2007 Jan;0,6665;MA;São Luís;Nordeste
2007 Feb;1,9437;MA;São Luís;Nordeste
2007 Mar;0,6372;MA;São Luís;Nordeste
2007 Apr;0,7676;MA;São Luís;Nordeste
2007 May;1,4714;MA;São Luís;Nordeste
2007 Jun;1,7491;MA;São Luís;Nordeste
2007 Jul;0,514;MA;São Luís;Nordeste
2007 Aug;1,1867;MA;São Luís;Nordeste
2007 Sep;1,443;MA;São Luís;Nordeste
2007 Oct;1,6767;MA;São Luís;Nordeste
2007 Nov;1,6553;MA;São Luís;Nordeste
2007 Dec;1,2194;MA;São Luís;Nordeste
2008 Jan;1,5879;MA;São Luís;Nordeste
2008 Feb;2,0605;MA;São Luís;Nordeste
2008 Mar;1,2382;MA;São Luís;Nordeste
2008 Apr;1,4569;MA;São Luís;Nordeste
2008 May;1,3003;MA;São Luís;Nordeste
2008 Jun;1,7692;MA;São Luís;Nordeste
2008 Jul;1,5363;MA;São Luís;Nordeste
2008 Aug;0,9812;MA;São Luís;Nordeste
2008 Sep;1,3392;MA;São Luís;Nordeste
2008 Oct;1,7713;MA;São Luís;Nordeste
2008 Nov;1,1678;MA;São Luís;Nordeste
2008 Dec;1,9989;MA;São Luís;Nordeste
2009 Jan;1,1261;MA;São Luís;Nordeste
2009 Feb;1,215;MA;São Luís;Nordeste
2009 Mar;1,5295;MA;São Luís;Nordeste
2009 Apr;1,5869;MA;São Luís;Nordeste
2009 May;0,9672;MA;São Luís;Nordeste
2009 Jun;1,2173;MA;São Luís;Nordeste
2009 Jul;1,6122;MA;São Luís;Nordeste
2009 Aug;1,5792;MA;São Luís;Nordeste
2009 Sep;1,5566;MA;São Luís;Nordeste
2009 Oct;1,6148;MA;São Luís;Nordeste
2009 Nov;1,2152;MA;São Luís;Nordeste
2009 Dec;1,7772;MA;São Luís;Nordeste
2010 Jan;1,4499;MA;São Luís;Nordeste
2010 Feb;1,183;MA;São Luís;Nordeste
2010 Mar;0,7805;MA;São Luís;Nordeste
2010 Apr;1,3138;MA;São Luís;Nordeste
2010 May;1,5574;MA;São Luís;Nordeste
2010 Jun;1,2828;MA;São Luís;Nordeste
2010 Jul;1,0482;MA;São Luís;Nordeste
2010 Aug;1,2263;MA;São Luís;Nordeste
2010 Sep;2,1056;MA;São Luís;Nordeste
2010 Oct;1,9014;MA;São Luís;Nordeste
2010 Nov;1,4087;MA;São Luís;Nordeste
2010 Dec;1,3475;MA;São Luís;Nordeste
2011 Jan;1,5433;MA;São Luís;Nordeste
2011 Feb;1,2943;MA;São Luís;Nordeste
2011 Mar;0,959;MA;São Luís;Nordeste
2011 Apr;0,6588;MA;São Luís;Nordeste
2011 May;2,4549;MA;São Luís;Nordeste
2011 Jun;1,878;MA;São Luís;Nordeste
2011 Jul;1,1395;MA;São Luís;Nordeste
2011 Aug;2,1334;MA;São Luís;Nordeste
2011 Sep;0,9474;MA;São Luís;Nordeste
2011 Oct;1,7378;MA;São Luís;Nordeste
2011 Nov;1,5847;MA;São Luís;Nordeste
2011 Dec;1,3885;MA;São Luís;Nordeste
2012 Jan;1,3555;MA;São Luís;Nordeste
2012 Feb;1,0402;MA;São Luís;Nordeste
2012 Mar;1,3698;MA;São Luís;Nordeste
2012 Apr;2,081;MA;São Luís;Nordeste
2012 May;1,3239;MA;São Luís;Nordeste
2012 Jun;1,2387;MA;São Luís;Nordeste
2012 Jul;1,807;MA;São Luís;Nordeste
2012 Aug;1,576;MA;São Luís;Nordeste
2012 Sep;1,1958;MA;São Luís;Nordeste
2012 Oct;1,5323;MA;São Luís;Nordeste
2012 Nov;0,9379;MA;São Luís;Nordeste
2012 Dec;1,8674;MA;São Luís;Nordeste
2013 Jan;1,2965;MA;São Luís;Nordeste
2013 Feb;0,846;MA;São Luís;Nordeste
2013 Mar;1,7372;MA;São Luís;Nordeste
2013 Apr;0,6233;MA;São Luís;Nordeste
2013 May;1,1695;MA;São Luís;Nordeste
2013 Jun;1,2528;MA;São Luís;Nordeste
2013 Jul;1,2888;MA;São Luís;Nordeste
