month;mort_pad_att;UF;capital;regiao
2000 Jan;4,0034;RO;Porto Velho;Norte
2000 Feb;2,4013;RO;Porto Velho;Norte
2000 Mar;5,4385;RO;Porto Velho;Norte
2000 Apr;2,1426;RO;Porto Velho;Norte
2000 May;4,1236;RO;Porto Velho;Norte
2000 Jun;2,7034;RO;Porto Velho;Norte
2000 Jul;5,4039;RO;Porto Velho;Norte
2000 Aug;6,1955;RO;Porto Velho;Norte
2000 Sep;4,1156;RO;Porto Velho;Norte
2000 Oct;2,903;RO;Porto Velho;Norte
2000 Nov;2,4013;RO;Porto Velho;Norte
2000 Dec;5,9944;RO;Porto Velho;Norte
2001 Jan;0,9851;RO;Porto Velho;Norte
2001 Feb;1,8379;RO;Porto Velho;Norte
2001 Mar;2,8171;RO;Porto Velho;Norte
2001 Apr;1,4576;RO;Porto Velho;Norte
2001 May;1,1767;RO;Porto Velho;Norte
2001 Jun;4,3043;RO;Porto Velho;Norte
2001 Jul;4,5329;RO;Porto Velho;Norte
2001 Aug;3,1801;RO;Porto Velho;Norte
2001 Sep;3,8589;RO;Porto Velho;Norte
2001 Oct;1,2245;RO;Porto Velho;Norte
2001 Nov;2,7502;RO;Porto Velho;Norte
2001 Dec;3,5777;RO;Porto Velho;Norte
2002 Jan;1,5109;RO;Porto Velho;Norte
2002 Feb;3,6255;RO;Porto Velho;Norte
2002 Mar;3,6948;RO;Porto Velho;Norte
2002 Apr;3,5782;RO;Porto Velho;Norte
2002 May;5,2655;RO;Porto Velho;Norte
2002 Jun;3,2629;RO;Porto Velho;Norte
2002 Jul;4,826;RO;Porto Velho;Norte
2002 Aug;5,2955;RO;Porto Velho;Norte
2002 Sep;0,9381;RO;Porto Velho;Norte
2002 Oct;3,2613;RO;Porto Velho;Norte
2002 Nov;4,2525;RO;Porto Velho;Norte
2002 Dec;3,7362;RO;Porto Velho;Norte
2003 Jan;4,3904;RO;Porto Velho;Norte
2003 Feb;1,7774;RO;Porto Velho;Norte
2003 Mar;2,0623;RO;Porto Velho;Norte
2003 Apr;3,3378;RO;Porto Velho;Norte
2003 May;1,4561;RO;Porto Velho;Norte
2003 Jun;2,5907;RO;Porto Velho;Norte
2003 Jul;2,9738;RO;Porto Velho;Norte
2003 Aug;3,5373;RO;Porto Velho;Norte
2003 Sep;3,9637;RO;Porto Velho;Norte
2003 Oct;3,4303;RO;Porto Velho;Norte
2003 Nov;3,4146;RO;Porto Velho;Norte
2003 Dec;0,452;RO;Porto Velho;Norte
2004 Jan;3,3343;RO;Porto Velho;Norte
2004 Feb;3,4942;RO;Porto Velho;Norte
2004 Mar;2,4817;RO;Porto Velho;Norte
2004 Apr;1,7771;RO;Porto Velho;Norte
2004 May;2,1586;RO;Porto Velho;Norte
2004 Jun;2,5546;RO;Porto Velho;Norte
2004 Jul;4,3659;RO;Porto Velho;Norte
2004 Aug;4,3526;RO;Porto Velho;Norte
2004 Sep;1,4505;RO;Porto Velho;Norte
2004 Oct;4,6199;RO;Porto Velho;Norte
2004 Nov;3,5228;RO;Porto Velho;Norte
2004 Dec;2,0171;RO;Porto Velho;Norte
2005 Jan;4,6468;RO;Porto Velho;Norte
2005 Feb;4,6704;RO;Porto Velho;Norte
2005 Mar;3,3803;RO;Porto Velho;Norte
2005 Apr;3,0077;RO;Porto Velho;Norte
2005 May;0,5953;RO;Porto Velho;Norte
2005 Jun;3,0683;RO;Porto Velho;Norte
2005 Jul;2,9294;RO;Porto Velho;Norte
2005 Aug;3,3792;RO;Porto Velho;Norte
2005 Sep;4,0291;RO;Porto Velho;Norte
2005 Oct;3,9618;RO;Porto Velho;Norte
2005 Nov;2,7248;RO;Porto Velho;Norte
2005 Dec;1,3583;RO;Porto Velho;Norte
2006 Jan;2,0906;RO;Porto Velho;Norte
2006 Feb;1,8602;RO;Porto Velho;Norte
2006 Mar;4,5963;RO;Porto Velho;Norte
2006 Apr;1,6465;RO;Porto Velho;Norte
2006 May;1,7229;RO;Porto Velho;Norte
2006 Jun;2,5809;RO;Porto Velho;Norte
2006 Jul;4,1615;RO;Porto Velho;Norte
2006 Aug;3,4697;RO;Porto Velho;Norte
2006 Sep;2,1699;RO;Porto Velho;Norte
2006 Oct;3,8099;RO;Porto Velho;Norte
2006 Nov;3,2301;RO;Porto Velho;Norte
2006 Dec;1,7985;RO;Porto Velho;Norte
2007 Jan;2,6078;RO;Porto Velho;Norte
2007 Feb;1,2568;RO;Porto Velho;Norte
2007 Mar;1,2932;RO;Porto Velho;Norte
2007 Apr;2,0483;RO;Porto Velho;Norte
2007 May;2,0658;RO;Porto Velho;Norte
2007 Jun;3,8603;RO;Porto Velho;Norte
2007 Jul;3,8302;RO;Porto Velho;Norte
2007 Aug;3,3321;RO;Porto Velho;Norte
2007 Sep;4,6869;RO;Porto Velho;Norte
2007 Oct;4,5061;RO;Porto Velho;Norte
2007 Nov;2,7917;RO;Porto Velho;Norte
2007 Dec;2,508;RO;Porto Velho;Norte
2008 Jan;2,4532;RO;Porto Velho;Norte
2008 Feb;3,4729;RO;Porto Velho;Norte
2008 Mar;2,1678;RO;Porto Velho;Norte
2008 Apr;3,3082;RO;Porto Velho;Norte
2008 May;1,9967;RO;Porto Velho;Norte
2008 Jun;1,7649;RO;Porto Velho;Norte
2008 Jul;6,1295;RO;Porto Velho;Norte
2008 Aug;3,8574;RO;Porto Velho;Norte
2008 Sep;3,7069;RO;Porto Velho;Norte
2008 Oct;2,7205;RO;Porto Velho;Norte
2008 Nov;2,3753;RO;Porto Velho;Norte
2008 Dec;3,3852;RO;Porto Velho;Norte
2009 Jan;2,0391;RO;Porto Velho;Norte
2009 Feb;0,4761;RO;Porto Velho;Norte
2009 Mar;2,418;RO;Porto Velho;Norte
2009 Apr;1,3815;RO;Porto Velho;Norte
2009 May;3,3165;RO;Porto Velho;Norte
2009 Jun;2,2555;RO;Porto Velho;Norte
2009 Jul;3,0174;RO;Porto Velho;Norte
2009 Aug;4,2335;RO;Porto Velho;Norte
2009 Sep;1,41;RO;Porto Velho;Norte
2009 Oct;5,3275;RO;Porto Velho;Norte
2009 Nov;2,684;RO;Porto Velho;Norte
2009 Dec;3,4182;RO;Porto Velho;Norte
2010 Jan;4,4508;RO;Porto Velho;Norte
2010 Feb;2,2138;RO;Porto Velho;Norte
2010 Mar;2,335;RO;Porto Velho;Norte
2010 Apr;1,7287;RO;Porto Velho;Norte
2010 May;3,5861;RO;Porto Velho;Norte
2010 Jun;4,7337;RO;Porto Velho;Norte
2010 Jul;4,6827;RO;Porto Velho;Norte
2010 Aug;5,0621;RO;Porto Velho;Norte
2010 Sep;3,9183;RO;Porto Velho;Norte
2010 Oct;4,7357;RO;Porto Velho;Norte
2010 Nov;5,3132;RO;Porto Velho;Norte
2010 Dec;2,4327;RO;Porto Velho;Norte
2011 Jan;3,3386;RO;Porto Velho;Norte
2011 Feb;3,2485;RO;Porto Velho;Norte
2011 Mar;2,9931;RO;Porto Velho;Norte
2011 Apr;3,8105;RO;Porto Velho;Norte
2011 May;4,4807;RO;Porto Velho;Norte
2011 Jun;3,1115;RO;Porto Velho;Norte
2011 Jul;4,4877;RO;Porto Velho;Norte
2011 Aug;1,9973;RO;Porto Velho;Norte
2011 Sep;2,9732;RO;Porto Velho;Norte
2011 Oct;5,5225;RO;Porto Velho;Norte
2011 Nov;4,5127;RO;Porto Velho;Norte
2011 Dec;4,6763;RO;Porto Velho;Norte
2012 Jan;4,7659;RO;Porto Velho;Norte
2012 Feb;1,8262;RO;Porto Velho;Norte
2012 Mar;2,4704;RO;Porto Velho;Norte
2012 Apr;3,5253;RO;Porto Velho;Norte
2012 May;3,9751;RO;Porto Velho;Norte
2012 Jun;3,0427;RO;Porto Velho;Norte
2012 Jul;3,257;RO;Porto Velho;Norte
2012 Aug;3,9069;RO;Porto Velho;Norte
2012 Sep;5,7281;RO;Porto Velho;Norte
2012 Oct;5,5173;RO;Porto Velho;Norte
2012 Nov;3,8911;RO;Porto Velho;Norte
2012 Dec;4,858;RO;Porto Velho;Norte
2013 Jan;2,6049;RO;Porto Velho;Norte
2013 Feb;2,7471;RO;Porto Velho;Norte
2013 Mar;2,6605;RO;Porto Velho;Norte
2013 Apr;2,7103;RO;Porto Velho;Norte
2013 May;1,4607;RO;Porto Velho;Norte
2013 Jun;2,7608;RO;Porto Velho;Norte
2013 Jul;3,2634;RO;Porto Velho;Norte
2013 Aug;2,5859;RO;Porto Velho;Norte
2013 Sep;2,2969;RO;Porto Velho;Norte
2013 Oct;2,1493;RO;Porto Velho;Norte
2013 Nov;2,6066;RO;Porto Velho;Norte
2013 Dec;2,979;RO;Porto Velho;Norte
2014 Jan;1,5898;RO;Porto Velho;Norte
2014 Feb;1,4249;RO;Porto Velho;Norte
2014 Mar;3,477;RO;Porto Velho;Norte
2014 Apr;3,0846;RO;Porto Velho;Norte
2014 May;2,4216;RO;Porto Velho;Norte
2014 Jun;2,7942;RO;Porto Velho;Norte
2014 Jul;3,4112;RO;Porto Velho;Norte
2014 Aug;3,3141;RO;Porto Velho;Norte
2014 Sep;3,3322;RO;Porto Velho;Norte
2014 Oct;1,343;RO;Porto Velho;Norte
2014 Nov;2,1493;RO;Porto Velho;Norte
2014 Dec;3,3321;RO;Porto Velho;Norte
2015 Jan;1,5047;RO;Porto Velho;Norte
2015 Feb;3,3121;RO;Porto Velho;Norte
2015 Mar;1,674;RO;Porto Velho;Norte
2015 Apr;1,5666;RO;Porto Velho;Norte
2015 May;2,0829;RO;Porto Velho;Norte
2015 Jun;2,168;RO;Porto Velho;Norte
2015 Jul;3,8192;RO;Porto Velho;Norte
2015 Aug;2,1549;RO;Porto Velho;Norte
2015 Sep;1,9993;RO;Porto Velho;Norte
2015 Oct;1,9511;RO;Porto Velho;Norte
2015 Nov;2,2187;RO;Porto Velho;Norte
2015 Dec;1,342;RO;Porto Velho;Norte
2016 Jan;0,7802;RO;Porto Velho;Norte
2016 Feb;1,8006;RO;Porto Velho;Norte
2016 Mar;1,8522;RO;Porto Velho;Norte
2016 Apr;1,2806;RO;Porto Velho;Norte
2016 May;2,197;RO;Porto Velho;Norte
2016 Jun;1,7608;RO;Porto Velho;Norte
2016 Jul;3,0872;RO;Porto Velho;Norte
2016 Aug;0,9645;RO;Porto Velho;Norte
2016 Sep;1,4265;RO;Porto Velho;Norte
2016 Oct;2,3855;RO;Porto Velho;Norte
2016 Nov;1,7514;RO;Porto Velho;Norte
2016 Dec;1,9051;RO;Porto Velho;Norte
2017 Jan;1,3109;RO;Porto Velho;Norte
2017 Feb;1,0509;RO;Porto Velho;Norte
2017 Mar;1,2098;RO;Porto Velho;Norte
2017 Apr;1,9052;RO;Porto Velho;Norte
2017 May;1,181;RO;Porto Velho;Norte
2017 Jun;1,4016;RO;Porto Velho;Norte
2017 Jul;1,8646;RO;Porto Velho;Norte
2017 Aug;1,8811;RO;Porto Velho;Norte
2017 Sep;0,7238;RO;Porto Velho;Norte
2017 Oct;0,919;RO;Porto Velho;Norte
2017 Nov;2,1742;RO;Porto Velho;Norte
2017 Dec;1,3569;RO;Porto Velho;Norte
2018 Jan;1,0952;RO;Porto Velho;Norte
2018 Feb;1,2796;RO;Porto Velho;Norte
2018 Mar;1,9577;RO;Porto Velho;Norte
2018 Apr;1,8931;RO;Porto Velho;Norte
2018 May;1,9029;RO;Porto Velho;Norte
2018 Jun;2,4914;RO;Porto Velho;Norte
2018 Jul;1,3067;RO;Porto Velho;Norte
2018 Aug;1,7703;RO;Porto Velho;Norte
2018 Sep;0,9828;RO;Porto Velho;Norte
2018 Oct;0,8139;RO;Porto Velho;Norte
2018 Nov;1,2291;RO;Porto Velho;Norte
2018 Dec;1,2381;RO;Porto Velho;Norte
2019 Jan;1,9815;RO;Porto Velho;Norte
2019 Feb;0,8901;RO;Porto Velho;Norte
2019 Mar;1,4757;RO;Porto Velho;Norte
2019 Apr;1,9839;RO;Porto Velho;Norte
2019 May;2,7201;RO;Porto Velho;Norte
2019 Jun;1,8141;RO;Porto Velho;Norte
2019 Jul;0,5632;RO;Porto Velho;Norte
2019 Aug;2,2856;RO;Porto Velho;Norte
2019 Sep;1,3752;RO;Porto Velho;Norte
2019 Oct;0,8898;RO;Porto Velho;Norte
2019 Nov;2,4795;RO;Porto Velho;Norte
2019 Dec;0,8195;RO;Porto Velho;Norte
2020 Jan;0,9836;RO;Porto Velho;Norte
2020 Feb;1,4796;RO;Porto Velho;Norte
2020 Mar;1,2415;RO;Porto Velho;Norte
2020 Apr;0,9533;RO;Porto Velho;Norte
2020 May;2,1862;RO;Porto Velho;Norte
2020 Jun;1,2961;RO;Porto Velho;Norte
2020 Jul;1,9714;RO;Porto Velho;Norte
2020 Aug;3,0236;RO;Porto Velho;Norte
2020 Sep;1,1564;RO;Porto Velho;Norte
2020 Oct;2,0708;RO;Porto Velho;Norte
2020 Nov;0,3949;RO;Porto Velho;Norte
2020 Dec;1,3342;RO;Porto Velho;Norte
2000 Jan;4,0673;AC;Rio Branco;Norte
2000 Feb;1,6907;AC;Rio Branco;Norte
2000 Mar;1,5908;AC;Rio Branco;Norte
2000 Apr;0,2658;AC;Rio Branco;Norte
2000 May;2,5541;AC;Rio Branco;Norte
2000 Jun;5,0675;AC;Rio Branco;Norte
2000 Jul;2,1794;AC;Rio Branco;Norte
2000 Aug;2,9562;AC;Rio Branco;Norte
2000 Sep;2,0368;AC;Rio Branco;Norte
2000 Oct;1,6415;AC;Rio Branco;Norte
2000 Nov;4,0914;AC;Rio Branco;Norte
2000 Dec;2,986;AC;Rio Branco;Norte
2001 Jan;4,2873;AC;Rio Branco;Norte
2001 Feb;2,6332;AC;Rio Branco;Norte
2001 Mar;3,335;AC;Rio Branco;Norte
2001 Apr;0;AC;Rio Branco;Norte
2001 May;0;AC;Rio Branco;Norte
2001 Jun;2,2861;AC;Rio Branco;Norte
2001 Jul;2,7089;AC;Rio Branco;Norte
2001 Aug;3,4697;AC;Rio Branco;Norte
2001 Sep;2,7837;AC;Rio Branco;Norte
2001 Oct;3,9964;AC;Rio Branco;Norte
2001 Nov;2,4146;AC;Rio Branco;Norte
2001 Dec;5,1731;AC;Rio Branco;Norte
2002 Jan;1,5566;AC;Rio Branco;Norte
2002 Feb;2,0018;AC;Rio Branco;Norte
2002 Mar;1,7398;AC;Rio Branco;Norte
2002 Apr;2,5164;AC;Rio Branco;Norte
2002 May;4,145;AC;Rio Branco;Norte
2002 Jun;3,9296;AC;Rio Branco;Norte
2002 Jul;2,3463;AC;Rio Branco;Norte
2002 Aug;2,7045;AC;Rio Branco;Norte
2002 Sep;2,9638;AC;Rio Branco;Norte
2002 Oct;2,7591;AC;Rio Branco;Norte
2002 Nov;1,5043;AC;Rio Branco;Norte
2002 Dec;2,4805;AC;Rio Branco;Norte
2003 Jan;1,7595;AC;Rio Branco;Norte
2003 Feb;2,2877;AC;Rio Branco;Norte
2003 Mar;0,7022;AC;Rio Branco;Norte
2003 Apr;4,0103;AC;Rio Branco;Norte
2003 May;3,2897;AC;Rio Branco;Norte
2003 Jun;1,4696;AC;Rio Branco;Norte
2003 Jul;2,1497;AC;Rio Branco;Norte
2003 Aug;2,0535;AC;Rio Branco;Norte
2003 Sep;1,9655;AC;Rio Branco;Norte
2003 Oct;0,6775;AC;Rio Branco;Norte
2003 Nov;2,558;AC;Rio Branco;Norte
2003 Dec;4,0564;AC;Rio Branco;Norte
2004 Jan;0,8813;AC;Rio Branco;Norte
2004 Feb;1,3551;AC;Rio Branco;Norte
2004 Mar;2,093;AC;Rio Branco;Norte
2004 Apr;3,4128;AC;Rio Branco;Norte
2004 May;1,4867;AC;Rio Branco;Norte
2004 Jun;1,5833;AC;Rio Branco;Norte
2004 Jul;2,5745;AC;Rio Branco;Norte
2004 Aug;2,4725;AC;Rio Branco;Norte
2004 Sep;0,3317;AC;Rio Branco;Norte
2004 Oct;2,2182;AC;Rio Branco;Norte
2004 Nov;2,1219;AC;Rio Branco;Norte
2004 Dec;1,5459;AC;Rio Branco;Norte
2005 Jan;2,4382;AC;Rio Branco;Norte
2005 Feb;2,659;AC;Rio Branco;Norte
2005 Mar;1,7696;AC;Rio Branco;Norte
2005 Apr;2,1764;AC;Rio Branco;Norte
2005 May;0,9719;AC;Rio Branco;Norte
2005 Jun;1,6848;AC;Rio Branco;Norte
2005 Jul;2,6156;AC;Rio Branco;Norte
2005 Aug;2,2267;AC;Rio Branco;Norte
2005 Sep;2,5063;AC;Rio Branco;Norte
2005 Oct;0,5582;AC;Rio Branco;Norte
2005 Nov;1,8802;AC;Rio Branco;Norte
2005 Dec;2,0469;AC;Rio Branco;Norte
2006 Jan;0,8701;AC;Rio Branco;Norte
2006 Feb;0;AC;Rio Branco;Norte
2006 Mar;3,4656;AC;Rio Branco;Norte
2006 Apr;2,0767;AC;Rio Branco;Norte
2006 May;0,6231;AC;Rio Branco;Norte
2006 Jun;1,0233;AC;Rio Branco;Norte
2006 Jul;3,0425;AC;Rio Branco;Norte
2006 Aug;0,6171;AC;Rio Branco;Norte
2006 Sep;2,6369;AC;Rio Branco;Norte
2006 Oct;2,4789;AC;Rio Branco;Norte
2006 Nov;1,7106;AC;Rio Branco;Norte
2006 Dec;2,3138;AC;Rio Branco;Norte
2007 Jan;1,2145;AC;Rio Branco;Norte
2007 Feb;1,3451;AC;Rio Branco;Norte
2007 Mar;0,9723;AC;Rio Branco;Norte
2007 Apr;2,0041;AC;Rio Branco;Norte
2007 May;2,2646;AC;Rio Branco;Norte
2007 Jun;2,1208;AC;Rio Branco;Norte
2007 Jul;3,2596;AC;Rio Branco;Norte
2007 Aug;4,6073;AC;Rio Branco;Norte
2007 Sep;0,2347;AC;Rio Branco;Norte
2007 Oct;2,1697;AC;Rio Branco;Norte
2007 Nov;3,592;AC;Rio Branco;Norte
2007 Dec;1,8325;AC;Rio Branco;Norte
2008 Jan;1,6533;AC;Rio Branco;Norte
2008 Feb;2,6368;AC;Rio Branco;Norte
2008 Mar;1,7497;AC;Rio Branco;Norte
2008 Apr;1,9855;AC;Rio Branco;Norte
2008 May;1,2794;AC;Rio Branco;Norte
2008 Jun;1,7974;AC;Rio Branco;Norte
2008 Jul;2,51;AC;Rio Branco;Norte
2008 Aug;2,6241;AC;Rio Branco;Norte
2008 Sep;1,5498;AC;Rio Branco;Norte
2008 Oct;1,1439;AC;Rio Branco;Norte
2008 Nov;1,1407;AC;Rio Branco;Norte
2008 Dec;1,8973;AC;Rio Branco;Norte
2009 Jan;2,0095;AC;Rio Branco;Norte
2009 Feb;3,4054;AC;Rio Branco;Norte
2009 Mar;1,5819;AC;Rio Branco;Norte
2009 Apr;2,0787;AC;Rio Branco;Norte
2009 May;2,9229;AC;Rio Branco;Norte
2009 Jun;1,0707;AC;Rio Branco;Norte
2009 Jul;2,3935;AC;Rio Branco;Norte
2009 Aug;6,0832;AC;Rio Branco;Norte
2009 Sep;0,7862;AC;Rio Branco;Norte
2009 Oct;3,7195;AC;Rio Branco;Norte
2009 Nov;2,097;AC;Rio Branco;Norte
2009 Dec;3,4232;AC;Rio Branco;Norte
2010 Jan;1,9381;AC;Rio Branco;Norte
2010 Feb;1,426;AC;Rio Branco;Norte
2010 Mar;1,7762;AC;Rio Branco;Norte
2010 Apr;3,7029;AC;Rio Branco;Norte
2010 May;2,5231;AC;Rio Branco;Norte
2010 Jun;2,6763;AC;Rio Branco;Norte
2010 Jul;2,4334;AC;Rio Branco;Norte
2010 Aug;2,6683;AC;Rio Branco;Norte
2010 Sep;1,5266;AC;Rio Branco;Norte
2010 Oct;2,145;AC;Rio Branco;Norte
2010 Nov;2,654;AC;Rio Branco;Norte
2010 Dec;3,9038;AC;Rio Branco;Norte
2011 Jan;1,2617;AC;Rio Branco;Norte
2011 Feb;1,2432;AC;Rio Branco;Norte
2011 Mar;2,7485;AC;Rio Branco;Norte
2011 Apr;0,6265;AC;Rio Branco;Norte
2011 May;2,9811;AC;Rio Branco;Norte
2011 Jun;2,2137;AC;Rio Branco;Norte
2011 Jul;1,3827;AC;Rio Branco;Norte
2011 Aug;3,6699;AC;Rio Branco;Norte
2011 Sep;3,3952;AC;Rio Branco;Norte
2011 Oct;2,347;AC;Rio Branco;Norte
2011 Nov;2,6644;AC;Rio Branco;Norte
2011 Dec;0,9884;AC;Rio Branco;Norte
2012 Jan;1,8415;AC;Rio Branco;Norte
2012 Feb;0,8063;AC;Rio Branco;Norte
2012 Mar;0,2628;AC;Rio Branco;Norte
2012 Apr;1,9139;AC;Rio Branco;Norte
2012 May;3,1125;AC;Rio Branco;Norte
2012 Jun;2,2579;AC;Rio Branco;Norte
2012 Jul;2,8367;AC;Rio Branco;Norte
2012 Aug;1,8952;AC;Rio Branco;Norte
2012 Sep;3,7946;AC;Rio Branco;Norte
2012 Oct;4,0172;AC;Rio Branco;Norte
2012 Nov;1,4478;AC;Rio Branco;Norte
2012 Dec;2,3033;AC;Rio Branco;Norte
2013 Jan;1,8606;AC;Rio Branco;Norte
2013 Feb;2,5993;AC;Rio Branco;Norte
2013 Mar;0,5169;AC;Rio Branco;Norte
2013 Apr;2,7813;AC;Rio Branco;Norte
2013 May;1,257;AC;Rio Branco;Norte
2013 Jun;0,817;AC;Rio Branco;Norte
2013 Jul;3,2996;AC;Rio Branco;Norte
2013 Aug;0,7391;AC;Rio Branco;Norte
2013 Sep;0,5565;AC;Rio Branco;Norte
2013 Oct;1,6727;AC;Rio Branco;Norte
2013 Nov;1,6069;AC;Rio Branco;Norte
2013 Dec;1,8296;AC;Rio Branco;Norte
2014 Jan;1,4084;AC;Rio Branco;Norte
2014 Feb;0,4506;AC;Rio Branco;Norte
2014 Mar;1,065;AC;Rio Branco;Norte
2014 Apr;1,6955;AC;Rio Branco;Norte
2014 May;0,6463;AC;Rio Branco;Norte
2014 Jun;1,1508;AC;Rio Branco;Norte
2014 Jul;1,1203;AC;Rio Branco;Norte
2014 Aug;3,0488;AC;Rio Branco;Norte
2014 Sep;1,6073;AC;Rio Branco;Norte
2014 Oct;2,3039;AC;Rio Branco;Norte
2014 Nov;1,3624;AC;Rio Branco;Norte
2014 Dec;3,8717;AC;Rio Branco;Norte
2015 Jan;1,7677;AC;Rio Branco;Norte
2015 Feb;1,3544;AC;Rio Branco;Norte
2015 Mar;0,3136;AC;Rio Branco;Norte
2015 Apr;1,6811;AC;Rio Branco;Norte
2015 May;1,0349;AC;Rio Branco;Norte
2015 Jun;0,89;AC;Rio Branco;Norte
2015 Jul;0,5587;AC;Rio Branco;Norte
2015 Aug;3,0143;AC;Rio Branco;Norte
2015 Sep;1,3798;AC;Rio Branco;Norte
2015 Oct;1,0187;AC;Rio Branco;Norte
2015 Nov;1,4134;AC;Rio Branco;Norte
2015 Dec;1,0817;AC;Rio Branco;Norte
2016 Jan;0,4711;AC;Rio Branco;Norte
2016 Feb;0,3033;AC;Rio Branco;Norte
2016 Mar;1,2818;AC;Rio Branco;Norte
2016 Apr;1,0177;AC;Rio Branco;Norte
2016 May;1,0926;AC;Rio Branco;Norte
2016 Jun;1,7086;AC;Rio Branco;Norte
2016 Jul;1,8846;AC;Rio Branco;Norte
2016 Aug;2,01;AC;Rio Branco;Norte
2016 Sep;2,2961;AC;Rio Branco;Norte
2016 Oct;0,6112;AC;Rio Branco;Norte
2016 Nov;0,8532;AC;Rio Branco;Norte
2016 Dec;1,7337;AC;Rio Branco;Norte
2017 Jan;2,0414;AC;Rio Branco;Norte
2017 Feb;1,1888;AC;Rio Branco;Norte
2017 Mar;1,4767;AC;Rio Branco;Norte
2017 Apr;0;AC;Rio Branco;Norte
2017 May;0,8711;AC;Rio Branco;Norte
2017 Jun;2,4353;AC;Rio Branco;Norte
2017 Jul;2,5209;AC;Rio Branco;Norte
2017 Aug;1,8096;AC;Rio Branco;Norte
2017 Sep;0,2862;AC;Rio Branco;Norte
2017 Oct;1,446;AC;Rio Branco;Norte
2017 Nov;1,9222;AC;Rio Branco;Norte
2017 Dec;0,9885;AC;Rio Branco;Norte
2018 Jan;0,2826;AC;Rio Branco;Norte
2018 Feb;0,5833;AC;Rio Branco;Norte
2018 Mar;0,5816;AC;Rio Branco;Norte
2018 Apr;2,0611;AC;Rio Branco;Norte
2018 May;1,2941;AC;Rio Branco;Norte
2018 Jun;1,0201;AC;Rio Branco;Norte
2018 Jul;1,5732;AC;Rio Branco;Norte
2018 Aug;1,3255;AC;Rio Branco;Norte
2018 Sep;1,2518;AC;Rio Branco;Norte
2018 Oct;0,7115;AC;Rio Branco;Norte
2018 Nov;1,1167;AC;Rio Branco;Norte
2018 Dec;0;AC;Rio Branco;Norte
2019 Jan;0,4979;AC;Rio Branco;Norte
2019 Feb;0,3277;AC;Rio Branco;Norte
2019 Mar;0,9331;AC;Rio Branco;Norte
2019 Apr;1,0317;AC;Rio Branco;Norte
2019 May;2,1174;AC;Rio Branco;Norte
2019 Jun;1,4249;AC;Rio Branco;Norte
2019 Jul;1,0582;AC;Rio Branco;Norte
2019 Aug;1,0471;AC;Rio Branco;Norte
2019 Sep;1,3289;AC;Rio Branco;Norte
2019 Oct;1,8142;AC;Rio Branco;Norte
2019 Nov;0,2642;AC;Rio Branco;Norte
2019 Dec;1,1268;AC;Rio Branco;Norte
2020 Jan;0,722;AC;Rio Branco;Norte
2020 Feb;1,9079;AC;Rio Branco;Norte
2020 Mar;0,453;AC;Rio Branco;Norte
2020 Apr;0,7249;AC;Rio Branco;Norte
2020 May;0,2321;AC;Rio Branco;Norte
2020 Jun;0,5664;AC;Rio Branco;Norte
2020 Jul;0,9788;AC;Rio Branco;Norte
2020 Aug;1,619;AC;Rio Branco;Norte
2020 Sep;0,7916;AC;Rio Branco;Norte
2020 Oct;1,6611;AC;Rio Branco;Norte
2020 Nov;1,6585;AC;Rio Branco;Norte
2020 Dec;0,7142;AC;Rio Branco;Norte
2000 Jan;1,6081;AM;Manaus;Norte
2000 Feb;1,63;AM;Manaus;Norte
2000 Mar;1,3212;AM;Manaus;Norte
2000 Apr;1,894;AM;Manaus;Norte
2000 May;1,5822;AM;Manaus;Norte
2000 Jun;1,6077;AM;Manaus;Norte
2000 Jul;2,3505;AM;Manaus;Norte
2000 Aug;2,0028;AM;Manaus;Norte
2000 Sep;1,8764;AM;Manaus;Norte
2000 Oct;1,4582;AM;Manaus;Norte
2000 Nov;1,6152;AM;Manaus;Norte
2000 Dec;1,5264;AM;Manaus;Norte
2001 Jan;1,4361;AM;Manaus;Norte
2001 Feb;0,9329;AM;Manaus;Norte
2001 Mar;1,0069;AM;Manaus;Norte
2001 Apr;2,587;AM;Manaus;Norte
2001 May;1,6033;AM;Manaus;Norte
2001 Jun;1,5982;AM;Manaus;Norte
2001 Jul;1,2166;AM;Manaus;Norte
2001 Aug;1,6069;AM;Manaus;Norte
2001 Sep;1,9131;AM;Manaus;Norte
2001 Oct;1,3556;AM;Manaus;Norte
2001 Nov;1,8544;AM;Manaus;Norte
2001 Dec;1,429;AM;Manaus;Norte
2002 Jan;1,7392;AM;Manaus;Norte
2002 Feb;1,1468;AM;Manaus;Norte
2002 Mar;1,0444;AM;Manaus;Norte
2002 Apr;1,1536;AM;Manaus;Norte
2002 May;1,756;AM;Manaus;Norte
2002 Jun;1,5907;AM;Manaus;Norte
2002 Jul;1,2502;AM;Manaus;Norte
2002 Aug;1,1773;AM;Manaus;Norte
2002 Sep;1,9644;AM;Manaus;Norte
2002 Oct;1,6177;AM;Manaus;Norte
2002 Nov;1,4328;AM;Manaus;Norte
2002 Dec;2,0814;AM;Manaus;Norte
2003 Jan;1,2996;AM;Manaus;Norte
2003 Feb;1,0824;AM;Manaus;Norte
2003 Mar;1,268;AM;Manaus;Norte
2003 Apr;2,2047;AM;Manaus;Norte
2003 May;2,0214;AM;Manaus;Norte
2003 Jun;0,9538;AM;Manaus;Norte
